,Name,Price,Make,Model,Engine Size,Fuel Type,Odometer,Transmission,Body Type,Manufacturing Year,County,Doors,Color,Owners,Tax Expiry,NCT Expiry,URL
358,OPEL CORSA,"€10,950",OPEL,CORSA,1.4,Petrol,"42,442",Manual,Hatchback,2015,Cork,5,White,2,Jun-2023,May-2023,http://www.cars.ie/used-cars/OPEL-CORSA-2015-Cork-1736233
359,VOLKSWAGEN GOLF,"€22,995",VOLKSWAGEN,GOLF,2.0,Diesel,"89,000",Manual,Hatchback,2015,Meath,5,Grey,1,Dec-2022,May-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2015-Meath-1736251
360,VOLKSWAGEN PASSAT,"€14,950",VOLKSWAGEN,PASSAT,1.6,Diesel,"301,751",Manual,Estate,2017,Kerry,5,Silver,1,Apr-2023,Apr-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2017-Kerry-1736252
361,SEAT IBIZA,"€10,950",SEAT,IBIZA,1.2,Petrol,"101,702",Manual,Hatchback,2015,Mayo,4,Grey,3,Apr-2023,Jul-2023,http://www.cars.ie/used-cars/SEAT-IBIZA-2015-Mayo-1736258
362,DACIA SANDERO,POA,DACIA,SANDERO,1.5,Diesel,"86,962",Manual,SUV,2020,Mayo,4,White,1,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/DACIA-SANDERO-2020-Mayo-1736259
363,RENAULT CLIO,POA,RENAULT,CLIO,1.1,Petrol,"111,498",Manual,Hatchback,2016,Dublin,5,Black,2,Aug-2020,Nov-2020,http://www.cars.ie/used-cars/RENAULT-CLIO-2016-Dublin-1736261
364,FIAT TIPO,"€11,900",FIAT,TIPO,1.6,Diesel,"181,999",Manual,Estate,2018,Limerick,5,Grey,2,Nov-2022,Jan-2024,http://www.cars.ie/used-cars/FIAT-TIPO-2018-Limerick-1736263
365,VOLKSWAGEN T-ROC,"€27,495",VOLKSWAGEN,T-ROC,2.0,Diesel,"43,389",Manual,SUV,2021,Dublin,5,Grey,1,Jun-2022,Jun-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-T-ROC-2021-Dublin-1736269
366,MINI HATCH,"€15,995",MINI,HATCH,1.5,Diesel,"180,133",Manual,Hatchback,2018,Westmeath,3,Grey,2,Jan-2022,Feb-2022,http://www.cars.ie/used-cars/MINI-HATCH-2018-Westmeath-1736270
367,MINI HATCH,"€16,995",MINI,HATCH,1.5,Diesel,"59,734",Manual,Estate,2016,Westmeath,5,Black,3,Aug-2022,Mar-2024,http://www.cars.ie/used-cars/MINI-HATCH-2016-Westmeath-1736271
368,VOLKSWAGEN GOLF,"€23,975",VOLKSWAGEN,GOLF,1.6,Diesel,"58,858",Manual,Hatchback,2021,Wexford,-,Black,1,Feb-2023,Jan-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2021-Wexford-1736282
369,VOLKSWAGEN GOLF,"€23,975",VOLKSWAGEN,GOLF,1.6,Diesel,"62,318",Manual,Hatchback,2021,Wexford,-,Grey,1,Feb-2023,Jan-2025,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2021-Wexford-1736283
370,MERCEDES-BENZ CLS CLASS,"€74,995",MERCEDES-BENZ,CLS,2.0,Diesel,"15,063",Automatic,Coupe,2021,Dublin,4,Silver,1,-,-,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLS-CLASS-2021-Dublin-1736335
371,FORD KUGA,POA,FORD,KUGA,2.5,Petrol,10,Automatic,SUV,2023,Cork,-,Red,-,-,-,http://www.cars.ie/used-cars/FORD-KUGA-2023-Cork-1736338
372,SKODA ENYAQ IV,"€65,995",SKODA,ENYAQ,0.0,Electric,0,Automatic,SUV,2023,Carlow,5,Black,-,-,-,http://www.cars.ie/used-cars/SKODA-ENYAQ-IV-2023-Carlow-1736339
373,NISSAN JUKE,"€20,950",NISSAN,JUKE,1.6,Petrol,"39,879",Automatic,SUV,2018,Cork,5,Grey,1,-,Apr-2024,http://www.cars.ie/used-cars/NISSAN-JUKE-2018-Cork-1736341
374,VOLVO XC60,POA,VOLVO,XC60,2.0,Diesel,"6,869",Automatic,SUV,2022,Mayo,5,Blue,1,May-2023,May-2026,http://www.cars.ie/used-cars/VOLVO-XC60-2022-Mayo-1736347
375,KIA NIRO,"€42,999",KIA,NIRO,0.0,Electric,"18,668",Automatic,SUV,2021,Dublin,5,Grey,1,-,-,http://www.cars.ie/used-cars/KIA-NIRO-2021-Dublin-1736348
376,HONDA JAZZ,POA,HONDA,JAZZ,1.5,Petrol,"36,461",Automatic,Hatchback,2018,Dublin,5,Silver,1,-,-,http://www.cars.ie/used-cars/HONDA-JAZZ-2018-Dublin-1736349
377,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.2,Petrol,"75,394",Automatic,Estate,2017,Dublin,5,Red,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2017-Dublin-1736350
378,HONDA HR-V,POA,HONDA,HR-V,1.5,Petrol,"31,150",Automatic,SUV,2020,Dublin,-,Grey,-,-,-,http://www.cars.ie/used-cars/HONDA-HR-V-2020-Dublin-1736351
379,SEAT IBIZA,"€17,950",SEAT,IBIZA,1.0,Petrol,"34,998",Manual,Hatchback,2020,Limerick,5,Blue,1,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/SEAT-IBIZA-2020-Limerick-1736383
380,RENAULT CLIO,POA,RENAULT,CLIO,1.1,Petrol,"137,689",Manual,Hatchback,2010,Kildare,3,Grey,3,-,-,http://www.cars.ie/used-cars/RENAULT-CLIO-2010-Kildare-1736497
381,VAUXHALL INSIGNIA,POA,VAUXHALL,INSIGNIA,2.0,Diesel,"274,011",Manual,Hatchback,2014,Kildare,5,Green,3,-,Feb-2023,http://www.cars.ie/used-cars/VAUXHALL-INSIGNIA-2014-Kildare-1736498
382,AUDI A5,POA,AUDI,A5,2.0,Diesel,"202,323",Manual,Hatchback,2014,Kildare,4,Black,2,-,Dec-2022,http://www.cars.ie/used-cars/AUDI-A5-2014-Kildare-1736499
383,RENAULT TRAFIC,POA,RENAULT,TRAFIC,1.6,Diesel,0,Manual,Van,2019,Mayo,3,White,1,May-2023,-,http://www.cars.ie/used-cars/RENAULT-TRAFIC-2019-Mayo-1736515
384,MINI HATCH,POA,MINI,HATCH,1.6,Diesel,"119,999",Manual,Hatchback,2013,Westmeath,3,Blue,1,Aug-2022,Aug-2023,http://www.cars.ie/used-cars/MINI-HATCH-2013-Westmeath-1736524
385,AUDI A4,POA,AUDI,A4,2.0,Diesel,"141,580",Automatic,Saloon,2017,Kildare,4,Grey,2,-,Mar-2023,http://www.cars.ie/used-cars/AUDI-A4-2017-Kildare-1736556
386,SEAT IBIZA,POA,SEAT,IBIZA,1.6,Diesel,"152,767",Manual,Hatchback,2018,Dublin,5,Grey,1,-,Nov-2022,http://www.cars.ie/used-cars/SEAT-IBIZA-2018-Dublin-1736533
387,SEAT IBIZA,POA,SEAT,IBIZA,1.4,Diesel,"144,216",Manual,Hatchback,2010,Dublin,5,Black,1,-,Dec-2022,http://www.cars.ie/used-cars/SEAT-IBIZA-2010-Dublin-1736540
388,VOLKSWAGEN UP!,POA,VOLKSWAGEN,UP!,1.0,Petrol,"47,986",Automatic,Hatchback,2013,Dublin,5,Grey,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-UP!-2013-Dublin-1736574
389,TOYOTA AQUA,POA,TOYOTA,AQUA,1.5,Petrol,"136,211",Automatic,Hatchback,2017,Limerick,5,White,1,-,-,http://www.cars.ie/used-cars/TOYOTA-AQUA-2017-Limerick-1736586
390,TOYOTA C-HR,POA,TOYOTA,C-HR,1.8,Petrol,"51,446",Automatic,Hatchback,2019,Limerick,5,White,1,-,Feb-2023,http://www.cars.ie/used-cars/TOYOTA-C-HR-2019-Limerick-1736585
391,BMW 2 SERIES,"€15,890",BMW,2,2.0,Diesel,0,Automatic,Estate,2015,Limerick,4,Silver,2,Aug-2022,Nov-2023,http://www.cars.ie/used-cars/BMW-2-SERIES-2015-Limerick-1736584
392,NISSAN SERENA,POA,NISSAN,SERENA,2.0,Petrol,"99,755",Automatic,MPV,2013,Limerick,5,White,1,-,-,http://www.cars.ie/used-cars/NISSAN-SERENA-2013-Limerick-1736583
393,NISSAN NOTE,"€11,890",NISSAN,NOTE,1.2,Petrol,0,Automatic,MPV,2017,Limerick,-,White,1,-,-,http://www.cars.ie/used-cars/NISSAN-NOTE-2017-Limerick-1736582
394,SEAT IBIZA,POA,SEAT,IBIZA,1.6,Diesel,"191,167",Manual,Hatchback,2018,Dublin,5,Grey,1,-,Nov-2022,http://www.cars.ie/used-cars/SEAT-IBIZA-2018-Dublin-1736531
395,AUDI A6,POA,AUDI,A6,2.0,Diesel,"285,685",Automatic,Saloon,2014,Kildare,4,Grey,3,-,May-2023,http://www.cars.ie/used-cars/AUDI-A6-2014-Kildare-1736553
396,AUDI A6,POA,AUDI,A6,2.0,Diesel,"116,431",Automatic,Saloon,2016,Kildare,4,Silver,2,-,Nov-2024,http://www.cars.ie/used-cars/AUDI-A6-2016-Kildare-1736554
397,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.2,Petrol,"60,069",Automatic,Hatchback,2017,Dublin,3,White,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2017-Dublin-1736575
398,NISSAN SERENA,POA,NISSAN,SERENA,2.0,Petrol,"105,251",Automatic,MPV,2017,Dublin,5,Blue,1,-,-,http://www.cars.ie/used-cars/NISSAN-SERENA-2017-Dublin-1736576
399,VOLKSWAGEN TRANSPORTER,"€24,950",VOLKSWAGEN,TRANSPORTER,2.0,Diesel,"144,841",Manual,Van,2020,Galway,-,White,2,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2020-Galway-1736296
400,NISSAN JUKE,"€8,500",NISSAN,JUKE,1.5,Diesel,"138,960",Manual,Saloon,2013,Galway,5,Brown,3,Dec-2022,Sep-2024,http://www.cars.ie/used-cars/NISSAN-JUKE-0-Galway-1735398
401,VOLKSWAGEN GOLF,"€21,900",VOLKSWAGEN,GOLF,1.6,Diesel,"127,138",Automatic,Hatchback,2019,Limerick,5,Blue,1,Oct-2022,Mar-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2019-Limerick-1736195
402,JAGUAR XF,"€12,950",JAGUAR,XF,2.2,Diesel,"128,601",Automatic,Saloon,2012,Dublin,4,Grey,2,Jan-2023,Jun-2023,http://www.cars.ie/used-cars/JAGUAR-XF-2012-Dublin-1736368
403,LEXUS IS 300 H,POA,LEXUS,IS,2.5,Petrol,"137,644",Automatic,Saloon,2016,Dublin,4,Red,2,Jul-2022,Oct-2024,http://www.cars.ie/used-cars/LEXUS-IS-300-H-2016-Dublin-1736462
404,TOYOTA YARIS,"€3,250",TOYOTA,YARIS,1.0,Petrol,"157,715",Manual,Hatchback,2007,Dublin,4,Silver,2,Oct-2022,Jan-2022,http://www.cars.ie/used-cars/TOYOTA-YARIS-2007-Dublin-1736120
405,SKODA ROOMSTER,"€3,450",SKODA,ROOMSTER,1.4,Diesel,"209,090",Manual,MPV,2007,Dublin,5,Beige,3,Aug-2022,Mar-2023,http://www.cars.ie/used-cars/SKODA-ROOMSTER-2007-Dublin-1736119
406,HYUNDAI I40,POA,HYUNDAI,I40,1.7,Diesel,"223,698",Manual,Estate,2013,Galway,5,Silver,1,Jan-2023,Feb-2024,http://www.cars.ie/used-cars/HYUNDAI-I40-2013-Galway-1736164
407,SUZUKI SWIFT,"€8,950",SUZUKI,SWIFT,1.2,Petrol,"129,003",Automatic,Hatchback,2014,Dublin,5,Silver,1,Nov-2022,Nov-2024,http://www.cars.ie/used-cars/SUZUKI-SWIFT-2014-Dublin-1736358
408,VOLKSWAGEN GOLF,"€9,950",VOLKSWAGEN,GOLF,1.2,Petrol,"103,001",Automatic,Hatchback,2011,Dublin,5,Silver,1,Nov-2022,Sep-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2011-Dublin-1736359
409,HONDA ACCORD,"€7,950",HONDA,ACCORD,2.2,Diesel,"62,442",Manual,Saloon,2011,Dublin,4,Grey,2,Mar-2023,Jun-2023,http://www.cars.ie/used-cars/HONDA-ACCORD-2011-Dublin-1736124
410,FORD FIESTA,"€9,950",FORD,FIESTA,1.2,Petrol,"81,001",Manual,Hatchback,2014,Dublin,4,Grey,1,Aug-2022,Oct-2024,http://www.cars.ie/used-cars/FORD-FIESTA-2014-Dublin-1736125
411,AUDI A3 SALOON,"€16,950",AUDI,A3,2.0,Diesel,"183,465",Manual,Saloon,2016,Dublin,4,Red,1,-,Oct-2024,http://www.cars.ie/used-cars/AUDI-A3-SALOON-2016-Dublin-1735889
412,OPEL CORSA,"€9,995",OPEL,CORSA,1.4,Petrol,"84,001",Manual,Hatchback,2016,Dublin,5,Blue,2,-,Aug-2024,http://www.cars.ie/used-cars/OPEL-CORSA-2016-Dublin-1736129
413,SKODA KODIAQ,"€34,995",SKODA,KODIAQ,2.0,Diesel,"118,388",Automatic,Estate,2019,Galway,4,Grey,2,Dec-2022,Feb-2023,http://www.cars.ie/used-cars/SKODA-KODIAQ-2019-Galway-1736363
414,RENAULT TRAFIC,"€12,495",RENAULT,TRAFIC,1.6,Diesel,"148,051",Manual,Van,2018,Dublin,3,White,1,Mar-2022,Aug-2023,http://www.cars.ie/used-cars/RENAULT-TRAFIC-2018-Dublin-1736214
415,SKODA SUPERB,POA,SKODA,SUPERB,2.0,Diesel,"263,645",Manual,Hatchback,2013,Tipperary,4,Beige,3,Nov-2022,Jun-2023,http://www.cars.ie/used-cars/SKODA-SUPERB-2013-Tipperary-1736134
416,NISSAN QASHQAI,"€21,875",NISSAN,QASHQAI,1.5,Diesel,"95,477",Manual,SUV,2019,Dublin,5,Black,1,-,Nov-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2019-Dublin-1736167
417,PEUGEOT 2008,"€10,949",PEUGEOT,2008,1.2,Petrol,"74,364",Manual,Estate,2016,Dublin,4,Red,2,Oct-2022,Aug-2024,http://www.cars.ie/used-cars/PEUGEOT-2008-2016-Dublin-1736166
418,AUDI A6,"€22,950",AUDI,A6,2.0,Diesel,"162,543",Automatic,Saloon,2015,Wexford,4,Black,1,Apr-2023,Sep-2023,http://www.cars.ie/used-cars/AUDI-A6-2015-Wexford-1736454
419,AUDI A6,"€23,950",AUDI,A6,2.0,Diesel,"155,913",Automatic,Saloon,2015,Kildare,4,Grey,3,Nov-2022,Jul-2023,http://www.cars.ie/used-cars/AUDI-A6-2015-Kildare-1736461
420,BMW 5 SERIES,"€19,950",BMW,5,2.0,Diesel,"181,004",Automatic,Saloon,2014,Cork,4,Blue,2,Apr-2022,May-2024,http://www.cars.ie/used-cars/BMW-5-SERIES-2014-Cork-1736150
421,NISSAN QASHQAI,"€12,950",NISSAN,QASHQAI,1.5,Diesel,"148,059",Manual,MPV,2015,Limerick,4,Silver,3,Jan-2023,Jun-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2015-Limerick-1736194
422,TOYOTA COROLLA,"€17,500",TOYOTA,COROLLA,1.4,Diesel,"73,001",Manual,Saloon,2017,Cork,4,Grey,2,Nov-2022,Jan-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2017-Cork-1736065
423,LAND ROVER RANGE ROVER,"€82,949",LAND,ROVER,3.0,Diesel,"99,953",Automatic,SUV,2017,Dublin,5,Grey,2,Mar-2023,Nov-2021,http://www.cars.ie/used-cars/LAND-ROVER-RANGE-ROVER-2017-Dublin-1736107
424,TOYOTA AURIS,POA,TOYOTA,AURIS,1.3,Petrol,"120,004",Manual,Hatchback,2015,Cork,4,White,2,Jun-2023,May-2023,http://www.cars.ie/used-cars/TOYOTA-AURIS-2015-Cork-1736295
425,TOYOTA RAV4,"€24,000",TOYOTA,RAV4,2.0,Diesel,"136,004",Manual,SUV,2017,Cork,4,Silver,2,Jul-2023,Jan-2023,http://www.cars.ie/used-cars/TOYOTA-RAV4-2017-Cork-1736294
426,TOYOTA COROLLA,"€28,500",TOYOTA,COROLLA,1.8,Hybrid,"22,400",Automatic,Hatchback,2021,Cork,4,Blue,1,Mar-2023,Mar-2025,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2021-Cork-1736460
427,TOYOTA COROLLA,"€17,000",TOYOTA,COROLLA,1.3,Petrol,"95,894",Manual,Saloon,2016,Cork,4,Grey,2,Feb-2023,May-2024,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2016-Cork-1736293
428,TOYOTA YARIS,"€12,000",TOYOTA,YARIS,1.0,Petrol,"45,760",Manual,Hatchback,2014,Cork,4,Silver,3,Mar-2023,Oct-2024,http://www.cars.ie/used-cars/TOYOTA-YARIS-2014-Cork-1736292
429,PEUGEOT PARTNER,"€5,950",PEUGEOT,PARTNER,1.6,Diesel,"240,508",Manual,Van,2013,Westmeath,5,White,3,Mar-2023,-,http://www.cars.ie/used-cars/PEUGEOT-PARTNER-2013-Westmeath-1736291
430,TOYOTA COROLLA,"€25,000",TOYOTA,COROLLA,1.8,Hybrid,"26,878",Automatic,Saloon,2019,Westmeath,4,-,2,Jun-2023,Jul-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2019-Westmeath-1736459
431,TOYOTA COROLLA,"€23,749",TOYOTA,COROLLA,1.8,Hybrid,"94,953",Automatic,Hatchback,2019,Dublin,5,Silver,1,Dec-2022,Apr-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2019-Dublin-1736458
432,MAZDA MAZDA6,"€6,700",MAZDA,MAZDA6,2.2,Diesel,"198,325",Manual,Hatchback,2012,Roscommon,5,White,2,May-2023,Jun-2023,http://www.cars.ie/used-cars/MAZDA-MAZDA6-2012-Roscommon-1736290
433,PEUGEOT PARTNER,"€17,030",PEUGEOT,PARTNER,1.5,Diesel,"71,002",Manual,Van,2020,Dublin,3,White,1,Mar-2023,-,http://www.cars.ie/used-cars/PEUGEOT-PARTNER-2020-Dublin-1736289
434,TOYOTA AYGO X,"€22,450",TOYOTA,AYGO,1.0,Petrol,"1,650",Manual,Hatchback,2022,Dublin,4,Green,1,Jun-2023,Jun-2026,http://www.cars.ie/used-cars/TOYOTA-AYGO-X-2022-Dublin-1736287
435,TOYOTA COROLLA,"€29,450",TOYOTA,COROLLA,1.8,Hybrid,"21,884",Automatic,Saloon,2020,Cavan,4,-,1,Dec-2022,Sep-2024,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2020-Cavan-1736457
436,TOYOTA COROLLA,"€23,950",TOYOTA,COROLLA,1.8,Hybrid,"94,224",Automatic,Saloon,2019,Cavan,4,-,1,Nov-2022,Apr-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2019-Cavan-1736456
437,MAZDA CX-5,"€33,950",MAZDA,CX-5,2.2,Diesel,"36,001",Automatic,SUV,2019,Dublin,4,Blue,1,Feb-2022,Feb-2023,http://www.cars.ie/used-cars/MAZDA-CX-5-2019-Dublin-1736109
438,VOLVO V40,"€13,950",VOLVO,V40,1.6,Diesel,"87,003",Manual,Hatchback,2014,Dublin,5,Black,1,Jan-2023,Nov-2022,http://www.cars.ie/used-cars/VOLVO-V40-2014-Dublin-1736288
439,BMW 1 SERIES,"€16,950",BMW,1,1.5,Diesel,"159,004",Automatic,Hatchback,2016,Dublin,5,Black,2,Oct-2022,Jul-2022,http://www.cars.ie/used-cars/BMW-1-SERIES-2016-Dublin-1736384
440,AUDI ALLROAD,"€42,950",AUDI,ALLROAD,3.0,Diesel,"93,464",Automatic,Estate,2017,Dublin,5,Black,1,May-2022,Mar-2023,http://www.cars.ie/used-cars/AUDI-ALLROAD-2017-Dublin-1736165
441,MERCEDES-BENZ S CLASS,"€7,995",MERCEDES-BENZ,S,3.0,Diesel,"320,008",Automatic,Saloon,2009,Dublin,4,Silver,3,Nov-2022,Aug-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-S-CLASS-2009-Dublin-1736153
442,AUDI A8,"€79,950",AUDI,A8,3.0,Petrol,"21,000",Automatic,Saloon,2021,Dublin,4,Grey,-,-,-,http://www.cars.ie/used-cars/AUDI-A8-2021-Dublin-1736202
443,MERCEDES-BENZ GLA CLASS,"€29,950",MERCEDES-BENZ,GLA,1.6,Petrol,"64,002",Automatic,Estate,2018,Dublin,5,Black,2,Jul-2023,Feb-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLA-CLASS-2018-Dublin-1736455
444,TOYOTA HILUX,"€3,950",TOYOTA,HILUX,2.5,Diesel,"289,681",Manual,Pickup,2007,Dublin,4,White,2,Dec-2022,Dec-2022,http://www.cars.ie/used-cars/TOYOTA-HILUX-2007-Dublin-1736152
445,MERCEDES-BENZ CL CLASS,"€24,950",MERCEDES-BENZ,CL,1.5,Diesel,"149,002",Automatic,Saloon,2017,Kerry,4,Grey,2,Dec-2022,Jan-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-CL-CLASS-2017-Kerry-1736141
446,HYUNDAI TUCSON,"€19,950",HYUNDAI,TUCSON,1.7,Diesel,"172,003",Manual,SUV,2016,Kerry,5,White,2,Dec-2022,Oct-2024,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2016-Kerry-1736140
447,BMW 3 SERIES,POA,BMW,3,2.0,Diesel,"175,003",Manual,Saloon,2012,Dublin,4,Blue,3,Mar-2023,Oct-2023,http://www.cars.ie/used-cars/BMW-3-SERIES-2012-Dublin-1736286
448,AUDI A4,"€12,250",AUDI,A4,2.0,Diesel,"165,762",Manual,Saloon,2013,Limerick,4,Grey,2,Nov-2022,Aug-2023,http://www.cars.ie/used-cars/AUDI-A4-2013-Limerick-1735892
449,OPEL INSIGNIA,POA,OPEL,INSIGNIA,2.0,Diesel,"259,104",Manual,Hatchback,2014,Laois,4,Blue,2,Oct-2022,Feb-2023,http://www.cars.ie/used-cars/OPEL-INSIGNIA-2014-Laois-1735904
450,NISSAN MICRA,"€2,222",NISSAN,MICRA,1.2,Petrol,0,Automatic,Hatchback,2006,Louth,5,Blue,2,Jan-2023,Jan-2022,http://www.cars.ie/used-cars/NISSAN-MICRA-2006-Louth-1736133
451,HYUNDAI IX35,"€11,995",HYUNDAI,IX35,1.7,Diesel,"144,358",Manual,SUV,2014,Galway,5,Black,1,-,Jan-2025,http://www.cars.ie/used-cars/HYUNDAI-IX35-2014-Galway-1736285
452,TOYOTA DYNA,"€10,500",TOYOTA,DYNA,3.0,Diesel,"232,355",Manual,Other,2008,Cork,2,Silver,5,May-2023,Oct-2023,http://www.cars.ie/used-cars/TOYOTA-DYNA-2008-Cork-1736284
453,MAZDA MAZDA2,"€2,999",MAZDA,MAZDA2,1.3,Petrol,0,Manual,Hatchback,2008,Louth,5,Green,3,Jan-2023,Apr-2023,http://www.cars.ie/used-cars/MAZDA-MAZDA2-2008-Louth-1736131
454,NISSAN QASHQAI,"€18,500",NISSAN,QASHQAI,1.5,Diesel,"108,273",Manual,MPV,2016,Mayo,4,Grey,2,Aug-2022,Mar-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2016-Mayo-1735917
455,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.2,Petrol,"16,077",Automatic,Hatchback,2011,Louth,5,Black,2,Jan-2023,Mar-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2011-Louth-1736132
456,VOLKSWAGEN GOLF,"€11,900",VOLKSWAGEN,GOLF,1.6,Diesel,0,Manual,Hatchback,2015,Louth,5,Grey,4,Oct-2022,Jun-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2015-Louth-1736130
457,FORD TRANSIT,"€4,795",FORD,TRANSIT,2.2,Diesel,"190,004",Manual,Van,2009,Dublin,5,White,5,Nov-2022,Feb-2023,http://www.cars.ie/used-cars/FORD-TRANSIT-2009-Dublin-1736138
458,FORD MONDEO,"€12,950",FORD,MONDEO,1.5,Diesel,"240,532",Manual,Hatchback,2016,Cork,5,Grey,3,Aug-2022,Feb-2024,http://www.cars.ie/used-cars/FORD-MONDEO-2016-Cork-1736205
459,AUDI A1,"€18,950",AUDI,A1,1.0,Petrol,"101,699",Manual,Hatchback,2017,Dublin,5,Grey,3,Apr-2023,Jan-2023,http://www.cars.ie/used-cars/AUDI-A1-2017-Dublin-1736139
460,MERCEDES-BENZ A CLASS,"€24,950",MERCEDES-BENZ,A,1.5,Diesel,"57,960",Manual,Hatchback,2018,Dublin,5,Blue,1,Jun-2023,Jan-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-A-CLASS-2018-Dublin-1736149
461,CITROEN BERLINGO,"€3,999",CITROEN,BERLINGO,1.6,Diesel,"244,620",Manual,Van,2012,Dublin,-,White,4,Oct-2022,Mar-2023,http://www.cars.ie/used-cars/CITROEN-BERLINGO-2012-Dublin-1736137
462,NISSAN QASHQAI +2,"€10,995",NISSAN,QASHQAI,1.5,Diesel,"53,284",Manual,MPV,2013,Cork,4,Grey,3,Mar-2023,Jan-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-+2-2013-Cork-1736056
463,NISSAN QASHQAI,"€28,950",NISSAN,QASHQAI,1.2,Petrol,"207,005",Manual,Estate,2020,Mayo,4,Beige,2,Nov-2022,Dec-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2020-Mayo-1735918
464,SKODA FABIA,"€7,500",SKODA,FABIA,2.5,Hybrid,"21,715",Automatic,Saloon,2014,Cork,4,Blue,1,Dec-2022,Mar-2025,http://www.cars.ie/used-cars/SKODA-FABIA-2014-Cork-1736135
465,LEXUS ES 300 H,"€49,950",LEXUS,ES,1.0,Petrol,"28,376",Automatic,Hatchback,2021,Dublin,4,Blue,2,Jan-2023,Mar-2023,http://www.cars.ie/used-cars/LEXUS-ES-300-H-2021-Dublin-1736357
466,NISSAN MICRA,"€17,750",NISSAN,MICRA,2.0,Diesel,"144,841",Automatic,Saloon,2019,Mayo,4,White,1,-,-,http://www.cars.ie/used-cars/NISSAN-MICRA-2019-Mayo-1735924
467,AUDI A4,"€21,950",AUDI,A4,2.0,Diesel,"141,622",Automatic,Estate,2018,Galway,4,Black,1,Sep-2022,Jan-2025,http://www.cars.ie/used-cars/AUDI-A4-2018-Galway-1736354
468,AUDI A4,"€29,950",AUDI,A4,2.0,Diesel,"239,792",Automatic,Saloon,2019,Sligo,4,Black,3,Oct-2022,Mar-2024,http://www.cars.ie/used-cars/AUDI-A4-2019-Sligo-1736355
469,BMW 3 SERIES,"€15,950",BMW,3,1.5,Diesel,"191,511",Manual,MPV,2016,Wexford,5,Grey,1,-,-,http://www.cars.ie/used-cars/BMW-3-SERIES-2016-Wexford-1735952
470,PEUGEOT 3008,"€21,950",PEUGEOT,3008,1.6,Petrol,"163,004",Manual,Coupe,2018,Galway,2,Black,4,Nov-2022,Oct-2023,http://www.cars.ie/used-cars/PEUGEOT-3008-2018-Galway-1736260
471,HYUNDAI COUPE,"€2,995",HYUNDAI,COUPE,0.0,Electric,"47,175",Automatic,Hatchback,2007,Dublin,4,Red,2,Sep-2023,Oct-2023,http://www.cars.ie/used-cars/HYUNDAI-COUPE-2007-Dublin-1736207
472,NISSAN LEAF,"€27,500",NISSAN,LEAF,1.7,Diesel,"133,199",Manual,SUV,2019,Mayo,5,Beige,1,-,Nov-2024,http://www.cars.ie/used-cars/NISSAN-LEAF-2019-Mayo-1735923
473,HYUNDAI TUCSON,"€16,950",HYUNDAI,TUCSON,1.0,Petrol,"31,891",Manual,MPV,2016,Dublin,4,White,1,Jul-2022,Feb-2024,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2016-Dublin-1736188
